iter	MultiClass
411	0.6960004482
412	0.6958508958
413	0.695743042
414	0.6955362115
415	0.6953791632
416	0.6951677393
417	0.6948725917
418	0.6946113925
419	0.6944399916
420	0.6941961046
421	0.6940948025
422	0.6938954363
423	0.6937056329
424	0.693607275
425	0.6934013447
426	0.6932466566
427	0.6930862635
428	0.693015643
429	0.6928690805
430	0.6927258316
431	0.6925017482
432	0.6923834575
433	0.6921886467
434	0.692057586
435	0.6918359012
436	0.6916366916
437	0.6915279537
438	0.6913487885
439	0.6912009417
440	0.6910775964
441	0.6908719653
442	0.6907289443
443	0.6906503661
444	0.69044737
445	0.6901701641
446	0.6899235463
447	0.6898030564
448	0.6896481132
449	0.6895258928
450	0.6892838954
451	0.6891881375
452	0.6890722878
453	0.6889725682
454	0.6887650172
455	0.6886560352
456	0.6885157391
457	0.6883393166
458	0.6881508528
459	0.6879346443
460	0.6877687976
461	0.6874214986
462	0.6871505304
463	0.6869835137
464	0.6867154558
465	0.6863766749
466	0.6862744121
467	0.6860465122
468	0.6856755068
469	0.6855266871
470	0.685262025
471	0.685038037
472	0.6849067189
473	0.6847423726
474	0.6846685897
475	0.6845711537
476	0.6843704294
477	0.6841661422
478	0.6840914255
479	0.6838783744
480	0.6837589532
481	0.6836232288
482	0.6834367108
483	0.683289954
484	0.6830212144
485	0.6828225075
486	0.6826737469
487	0.6825001431
488	0.6822992196
489	0.6821409189
490	0.681993468
491	0.6817451275
492	0.6814617364
493	0.6813662022
494	0.6812940062
495	0.681080809
496	0.6809477472
497	0.6808250999
498	0.680681018
499	0.6804697556
500	0.6802507899
501	0.6799951112
502	0.6797703527
503	0.6795497854
504	0.6794171009
505	0.679232936
506	0.6789789059
507	0.678792787
508	0.6786208236
509	0.6785266128
510	0.6782597289
511	0.6780579939
512	0.6778559371
513	0.6777114444
514	0.6776032053
515	0.6774698741
516	0.6772339204
517	0.6768954936
518	0.6767929944
519	0.6766723721
520	0.6766140532
521	0.676498645
522	0.6762268169
523	0.6760652642
524	0.6758790142
525	0.6758141387
526	0.675510545
527	0.6753116054
528	0.6752569837
529	0.6750514617
530	0.6748062012
531	0.6746608017
532	0.6744757248
533	0.6743533208
534	0.6741756274
535	0.6739282619
536	0.6738179752
537	0.6736756571
538	0.6735967681
539	0.6734999657
540	0.6733071648
541	0.6731771551
542	0.67293845
543	0.6727682173
544	0.67260191
545	0.6724911599
546	0.6721601725
547	0.6720283928
548	0.6717913781
549	0.6716479615
550	0.6714980909
551	0.6712401453
552	0.6708242846
553	0.6706349282
554	0.6704660245
555	0.6702377137
556	0.6701266228
557	0.6699962213
558	0.6699021224
559	0.6697506589
560	0.6695985619
561	0.6693338057
562	0.6691585716
563	0.669032017
564	0.6689173143
565	0.668678538
566	0.6685394237
567	0.6684469564
568	0.668294866
569	0.6681809534
570	0.6679779878
571	0.6677400559
572	0.6675442986
573	0.667398689
574	0.6671221025
575	0.6669563457
576	0.6667010618
577	0.6664906531
578	0.6663399718
579	0.6662517428
580	0.666049075
581	0.6659300029
582	0.6658800664
583	0.665722722
584	0.6655975063
585	0.6655672536
586	0.6654719423
587	0.6652654802
588	0.6651305938
589	0.6649487444
590	0.6648357196
591	0.6646646872
592	0.664469004
593	0.664328881
594	0.6641726437
595	0.6640701941
596	0.6639920918
597	0.6638877071
598	0.6636654105
599	0.6635118102
600	0.6631583418
601	0.663021957
602	0.6627640665
603	0.6626415964
604	0.6623547706
605	0.6622615539
606	0.6620513822
607	0.6618757916
608	0.6616312181
609	0.6614396528
610	0.6613370719
611	0.6611732965
612	0.6610219483
613	0.660970651
614	0.6608042104
615	0.6606433644
616	0.66047396
617	0.6602236741
618	0.6600828473
619	0.6599519925
620	0.6598043599
621	0.6595894084
622	0.6593869101
623	0.6591841509
624	0.65906078
625	0.6588352802
626	0.6586179717
627	0.6585331626
628	0.6583134749
629	0.6582020153
630	0.6581009368
631	0.6580134243
632	0.6579038534
633	0.6577211025
634	0.6576389203
635	0.657529251
636	0.6574383883
637	0.6573220955
638	0.6572008332
639	0.6571310508
640	0.6570040976
641	0.6568978359
642	0.6566874241
643	0.65650217
644	0.6563538288
645	0.6562761746
646	0.6561051566
647	0.6560243448
648	0.65589202
649	0.6557531529
650	0.6555709506
651	0.6554084138
652	0.6552123025
653	0.6551026417
654	0.6550002766
655	0.6548934308
656	0.6547823746
657	0.654534492
658	0.6544311529
659	0.6543017383
660	0.6541678918
661	0.6540978507
662	0.6540261321
663	0.6538343801
664	0.6537211524
665	0.6535327842
666	0.6533061278
667	0.6531603185
668	0.6529125692
669	0.6528705377
670	0.6527457873
671	0.6526531186
672	0.652537
673	0.6522445283
674	0.652060011
675	0.6519639216
676	0.6518055111
677	0.6516430447
678	0.6514830413
679	0.6513470873
680	0.6510822407
681	0.6508201285
682	0.6506659222
683	0.6505343707
684	0.6502946528
685	0.6501564285
686	0.6499524351
687	0.6497712837
688	0.6495789247
689	0.6495180559
690	0.6493678594
691	0.6492328765
692	0.649095139
693	0.6489330053
694	0.6486577642
695	0.6485271062
696	0.6484024672
697	0.6481920861
698	0.6480161296
699	0.6477583544
700	0.6476243646
701	0.6474631658
702	0.647365158
703	0.6471407246
704	0.647026379
705	0.6469026776
706	0.6468394745
707	0.6466351829
708	0.6465298533
709	0.6463078228
710	0.6461294075
711	0.6459608477
712	0.645778877
713	0.6455525045
714	0.6454097789
715	0.6451415988
716	0.645002078
717	0.6448350283
718	0.6447432578
719	0.6445613721
720	0.6444668178
721	0.6442847415
722	0.6441596
723	0.643954418
724	0.6438599905
725	0.6437645356
726	0.6435396396
727	0.6434363084
728	0.6433261948
729	0.6432738725
730	0.6429971527
731	0.6428035247
732	0.6426544242
733	0.6424806408
734	0.6423348606
735	0.6422483472
736	0.6421054433
737	0.6419763516
738	0.6419199545
739	0.6418111914
740	0.6416960731
741	0.641479541
742	0.6413355657
743	0.6411469979
744	0.6409477446
745	0.6408032074
746	0.6406751264
747	0.6405319996
748	0.6402356344
749	0.640145936
750	0.6400686771
751	0.6399714083
752	0.6398102961
753	0.6397171716
754	0.639559721
755	0.63943573
756	0.6392396762
757	0.6391970645
758	0.6390953673
759	0.6389195598
760	0.6386637049
761	0.6385584264
762	0.6382951452
763	0.6380368296
764	0.6378659723
765	0.637760193
766	0.6376631485
767	0.637535217
768	0.6374449829
769	0.6373880096
770	0.63719861
771	0.637057132
772	0.6367874501
773	0.6366044998
774	0.6364227178
775	0.6362567458
776	0.6361679419
777	0.6361013095
778	0.6359905413
779	0.6358085216
780	0.635740919
781	0.6356920677
782	0.6355460994
783	0.6353962359
784	0.6352495244
785	0.6351900224
786	0.6350065821
787	0.6348887351
788	0.6347976046
789	0.6346867102
790	0.6345360125
791	0.6344151493
792	0.6342877696
793	0.6341907942
794	0.6340090755
795	0.6338381877
796	0.6336272249
797	0.6334884148
798	0.6334354302
799	0.6333518967
800	0.6332007962
801	0.6331378886
802	0.6329304986
803	0.6327351534
804	0.6325894098
805	0.6324303673
806	0.6323353525
807	0.6322352214
808	0.6320297772
809	0.6319055694
810	0.631666233
811	0.6314707403
812	0.6312756957
813	0.6311583637
814	0.6310372686
815	0.6308444294
816	0.6307840853
817	0.6306476122
818	0.6304973198
819	0.6304324573
820	0.6302930259
821	0.6301901004
822	0.6300734276
823	0.6300247195
824	0.6299719443
825	0.6298094145
826	0.6296862286
827	0.6294091743
828	0.6293335645
829	0.6291938332
830	0.6290819811
831	0.6289469776
832	0.6288583087
833	0.6287427479
834	0.6285229282
835	0.6282883466
836	0.6282118433
837	0.6280090508
838	0.6278259473
839	0.6277211188
840	0.6275141459
841	0.6274191441
842	0.6272189673
843	0.6270600122
844	0.6270063027
845	0.6268950791
846	0.626781151
847	0.6266078949
848	0.6265081462
849	0.6263691032
850	0.6262455932
851	0.6260796817
852	0.6259963398
853	0.6259254088
854	0.6257328324
855	0.6255913607
856	0.6253877048
857	0.6253086873
858	0.6251067
859	0.6250193562
860	0.6249641849
861	0.6246632834
862	0.6245650825
863	0.6243872152
864	0.6242607473
865	0.6241754238
866	0.6240816486
867	0.6240033913
868	0.623846446
869	0.6237147692
870	0.6235844773
871	0.6234784728
872	0.6233009667
873	0.6231579611
874	0.6229204316
875	0.6227742736
876	0.6226049003
877	0.6224612701
878	0.6223061713
879	0.6222220072
880	0.6220559541
881	0.6218509263
882	0.6216967838
883	0.6216120315
884	0.6214581558
885	0.6212264142
886	0.621112048
887	0.6210178764
888	0.6209010904
889	0.620802759
890	0.6207326176
891	0.6206297094
892	0.6205150898
893	0.6204461121
894	0.620215311
895	0.6201282083
896	0.6199700415
897	0.619728698
898	0.6196229215
899	0.6194563659
900	0.6192913786
901	0.6190542052
902	0.618876474
903	0.6187379864
904	0.6185495455
905	0.6184951768
906	0.6183707707
907	0.6182252449
908	0.6181120793
909	0.6179378481
910	0.6178446946
911	0.6177108486
912	0.6175387384
913	0.6174030662
914	0.617293456
915	0.6171919742
916	0.6170611352
917	0.6169764053
918	0.6168744454
919	0.6167492231
920	0.6166359244
921	0.6165065858
922	0.6164581869
923	0.61638372
924	0.6163107796
925	0.6161520073
926	0.6160732047
927	0.615842695
928	0.6156474103
929	0.615560652
930	0.615443839
931	0.6152196627
932	0.6150911889
933	0.614914755
934	0.6147074451
935	0.6146302018
936	0.6144732256
937	0.6143013893
938	0.614168396
939	0.6140617914
940	0.6139245574
941	0.6138420296
942	0.6137179732
943	0.6136193199
944	0.6134938714
945	0.6133707412
946	0.6132778554
947	0.6131059435
948	0.6130079452
949	0.612865521
950	0.6128077567
951	0.612697988
952	0.6126089883
953	0.612463512
954	0.6122414059
955	0.6120980495
956	0.6120054657
957	0.6119442678
958	0.6118636982
959	0.6117672765
960	0.6115394646
961	0.6113802602
962	0.6112546229
963	0.6110268399
964	0.6108084503
965	0.6107341997
966	0.6106567524
967	0.6105482815
968	0.6104643578
969	0.6104186656
970	0.6102813282
971	0.6102010556
972	0.6100497844
973	0.609944528
974	0.6098093151
975	0.6096428697
976	0.6095230208
977	0.6094178465
978	0.609303294
979	0.6092715701
980	0.6091827455
981	0.6090992255
982	0.6089491201
983	0.6088296003
984	0.6087165502
985	0.6086662514
986	0.608545947
987	0.6083683221
988	0.6082990964
989	0.6081381666
990	0.6080127879
991	0.6079199843
992	0.6078384171
993	0.6076838305
994	0.6075980876
995	0.6075430037
996	0.607436635
997	0.6073293231
998	0.6071998541
999	0.6069986075
