일시,기온,풍속,습도
2009-08-12 07:00,21.9,1.8,95.0
2009-08-12 08:00,22.0,0.2,95.0
2009-08-12 09:00,22.2,0.1,95.0
2009-08-12 10:00,22.3,1.8,95.0
2009-08-12 11:00,22.5,1.4,95.0
2009-08-12 12:00,22.7,1.0,95.0
2009-08-12 13:00,23.1,1.1,95.0
2009-08-12 14:00,24.0,0.5,91.0
2009-08-12 15:00,24.3,0.5,89.0
2009-08-12 16:00,25.3,0.0,81.0
2009-08-12 17:00,25.8,0.4,80.0
2009-08-12 18:00,26.5,0.3,72.0
2009-08-12 19:00,26.6,0.1,75.0
2009-08-12 20:00,24.6,0.1,91.0
2009-08-12 21:00,23.3,0.4,95.0
2009-08-12 22:00,22.7,0.2,95.0
2009-08-12 23:00,22.1,0.1,95.0
2009-08-13 00:00,21.5,0.0,95.0
2009-08-13 01:00,21.0,0.6,95.0
2009-08-13 02:00,20.7,0.2,95.0
2009-08-13 03:00,20.2,0.2,95.0
2009-08-13 04:00,19.9,0.0,95.0
2009-08-13 05:00,19.7,0.9,95.0
2009-08-13 06:00,19.6,0.0,95.0
2009-08-13 07:00,20.1,0.1,95.0
2009-08-13 08:00,21.1,0.3,92.0
2009-08-13 09:00,22.2,0.2,85.0
2009-08-13 10:00,24.5,0.4,76.0
2009-08-13 11:00,26.1,1.1,70.0
2009-08-13 12:00,28.4,1.0,61.0
2009-08-13 13:00,29.8,0.9,62.0
2009-08-13 14:00,30.9,1.4,59.0
2009-08-13 15:00,32.2,1.4,56.0
2009-08-13 16:00,32.0,2.2,55.0
2009-08-13 17:00,31.8,2.3,53.0
2009-08-13 18:00,31.0,2.4,57.0
2009-08-13 19:00,29.6,1.0,66.0
2009-08-13 20:00,27.4,1.0,79.0
2009-08-13 21:00,25.5,0.3,89.0
2009-08-13 22:00,24.5,0.9,91.0
2009-08-13 23:00,23.6,0.6,92.0
2009-08-14 00:00,23.0,0.7,94.0
2009-08-14 01:00,22.5,0.4,94.0
2009-08-14 02:00,22.1,0.3,95.0
2009-08-14 03:00,21.9,0.5,95.0
2009-08-14 04:00,21.8,0.0,95.0
2009-08-14 05:00,21.8,0.0,95.0
2009-08-14 06:00,22.0,0.0,95.0
2009-08-14 07:00,22.4,0.0,95.0
2009-08-14 08:00,23.1,0.1,90.0
2010-09-09 14:00,21.0,0.4,74.0
2010-09-09 15:00,20.9,0.1,75.0
2010-09-09 16:00,20.8,0.1,81.0
2010-09-09 17:00,19.7,0.7,91.0
2010-09-09 18:00,19.6,0.0,94.0
2010-09-09 19:00,19.6,0.0,95.0
2010-09-09 20:00,19.4,0.7,95.0
2010-09-09 21:00,19.5,0.3,95.0
2010-09-09 22:00,19.6,0.9,95.0
2010-09-09 23:00,19.6,0.4,95.0
2010-09-10 00:00,19.7,0.2,95.0
2010-09-10 01:00,19.8,1.2,95.0
2010-09-10 02:00,21.1,0.5,95.0
2010-09-10 03:00,21.1,0.6,95.0
2010-09-10 04:00,21.3,0.2,95.0
2010-09-10 05:00,21.4,0.4,95.0
2010-09-10 06:00,22.0,0.4,95.0
2010-09-10 07:00,22.3,0.8,95.0
2010-09-10 08:00,22.7,1.1,95.0
2010-09-10 09:00,23.0,1.6,95.0
2010-09-10 10:00,23.0,1.1,95.0
2010-09-10 11:00,23.6,1.0,95.0
2010-09-10 12:00,23.5,1.7,94.0
2010-09-10 13:00,24.4,0.8,92.0
2010-09-10 14:00,24.1,0.3,94.0
2010-09-10 15:00,24.4,0.3,95.0
2010-09-10 16:00,24.2,0.7,94.0
2010-09-10 17:00,24.6,1.8,92.0
2010-09-10 18:00,24.9,2.4,88.0
2010-09-10 19:00,24.4,2.9,92.0
2010-09-10 20:00,24.1,1.6,92.0
2010-09-10 21:00,23.4,2.2,93.0
2010-09-10 22:00,23.2,2.2,92.0
2010-09-10 23:00,22.9,1.3,93.0
2010-09-11 00:00,22.5,0.3,94.0
2010-09-11 01:00,22.0,0.2,95.0
2010-09-11 02:00,21.8,0.6,95.0
2010-09-11 03:00,21.6,0.3,95.0
2010-09-11 04:00,21.7,0.1,95.0
2010-09-11 05:00,21.6,0.2,95.0
2010-09-11 06:00,21.6,0.2,95.0
2010-09-11 07:00,21.6,0.5,95.0
2010-09-11 08:00,21.5,1.1,95.0
2010-09-11 09:00,21.6,0.6,95.0
2010-09-11 10:00,22.1,0.7,95.0
2010-09-11 11:00,22.8,0.0,95.0
2010-09-11 12:00,23.8,0.1,88.0
2010-09-11 13:00,24.1,2.4,86.0
2010-09-11 14:00,23.2,2.9,88.0
2010-09-11 15:00,22.4,2.1,94.0
2010-09-11 16:00,22.7,1.5,92.0
2010-09-11 17:00,22.8,1.4,92.0
2010-09-11 18:00,22.3,1.2,94.0
2010-09-11 19:00,21.6,1.5,95.0
2010-09-11 20:00,21.4,0.3,94.0
2010-09-11 21:00,21.3,0.5,95.0
2010-09-11 22:00,21.2,0.2,95.0
2010-09-11 23:00,21.0,1.7,94.0
2010-09-12 00:00,20.9,1.7,95.0
2010-09-12 01:00,20.8,1.5,94.0
2010-09-12 02:00,20.8,1.3,94.0
2010-09-12 03:00,20.6,1.3,95.0
2010-09-12 04:00,20.1,1.4,95.0
2010-09-12 05:00,19.9,0.8,95.0
2010-09-12 06:00,19.7,1.3,94.0
2010-09-12 07:00,19.8,0.1,95.0
2010-09-12 08:00,19.9,1.6,95.0
2010-09-12 09:00,20.4,1.9,92.0
2010-09-12 10:00,20.7,1.4,90.0
2010-09-12 11:00,22.0,2.1,83.0
2010-09-12 12:00,22.9,0.9,76.0
2010-09-12 13:00,23.5,0.7,73.0
2010-09-12 14:00,24.3,0.7,67.0
2010-09-12 15:00,24.8,1.2,68.0
2010-09-12 16:00,25.0,1.0,67.0
2010-09-12 17:00,25.1,1.1,68.0
2010-09-12 18:00,23.0,1.2,84.0
2010-09-12 19:00,22.2,0.7,88.0
2010-09-12 20:00,21.3,0.8,91.0
2010-09-12 21:00,21.0,0.6,94.0
2010-09-12 22:00,20.9,0.0,94.0
2010-09-12 23:00,20.6,1.0,94.0
2010-09-13 00:00,20.6,0.4,94.0
2010-09-13 01:00,20.5,0.6,95.0
2010-09-13 02:00,20.3,0.0,95.0
2010-09-13 03:00,20.0,0.0,95.0
2010-09-13 04:00,19.2,0.6,95.0
2010-09-13 05:00,18.7,0.7,95.0
2010-09-13 06:00,18.7,0.7,95.0
2010-09-13 07:00,18.9,0.0,95.0
2010-09-13 08:00,19.5,0.2,95.0
2010-09-13 09:00,20.5,0.1,87.0
2010-09-13 10:00,21.6,0.8,82.0
2010-09-13 11:00,23.1,0.7,73.0
2010-09-13 12:00,23.5,0.5,75.0
2010-09-13 13:00,24.6,0.9,69.0
2010-09-13 14:00,25.7,0.3,60.0
2010-09-13 15:00,27.2,1.1,51.0
2010-09-13 16:00,27.7,1.2,55.0
2010-09-13 17:00,27.7,0.9,56.0
2010-09-13 18:00,26.2,0.8,65.0
2010-09-13 19:00,23.2,2.8,84.0
2010-09-13 20:00,22.7,1.7,86.0
2010-09-13 21:00,22.0,1.2,90.0
2010-09-13 22:00,21.1,1.2,92.0
2010-09-13 23:00,20.5,1.3,95.0
2010-09-14 00:00,20.2,1.0,95.0
2010-09-14 01:00,19.9,0.7,95.0
2010-09-14 02:00,19.8,0.0,95.0
2010-09-14 03:00,19.4,0.4,95.0
2010-09-18 21:00,21.3,0.0,82.0
2010-09-18 22:00,20.9,0.0,84.0
2010-09-18 23:00,20.5,0.4,87.0
2010-09-19 00:00,20.1,0.6,91.0
2010-09-19 01:00,20.0,0.1,91.0
2010-09-19 02:00,19.8,0.0,92.0
2010-09-19 03:00,19.5,0.9,93.0
2010-09-19 04:00,19.6,0.0,92.0
2010-09-19 05:00,19.4,0.4,92.0
2010-09-19 06:00,19.5,0.0,92.0
2010-09-19 07:00,19.6,0.1,91.0
2010-09-19 08:00,19.6,0.0,91.0
2010-09-19 09:00,19.9,0.1,93.0
2010-09-19 10:00,20.3,0.4,90.0
2010-09-19 11:00,20.3,0.1,89.0
2010-09-19 12:00,20.6,0.1,88.0
2010-09-19 13:00,20.5,0.0,91.0
2010-09-19 14:00,20.4,0.4,93.0
2010-09-19 15:00,20.3,0.6,92.0
2010-09-19 16:00,19.7,1.1,90.0
2010-09-19 17:00,19.0,1.7,84.0
2010-09-19 18:00,19.0,0.4,88.0
2010-09-19 19:00,18.6,0.7,92.0
2010-09-19 20:00,18.2,0.3,92.0
2010-09-19 21:00,17.8,1.1,94.0
2010-09-19 22:00,17.6,0.4,92.0
2010-09-19 23:00,17.6,0.2,94.0
2010-09-20 00:00,17.5,0.2,94.0
2010-09-20 01:00,17.5,0.5,94.0
2010-09-20 02:00,17.5,0.0,95.0
2010-09-20 03:00,17.3,1.0,95.0
2010-09-20 04:00,17.2,0.5,95.0
2010-09-20 05:00,17.2,0.0,95.0
2010-09-20 06:00,17.2,0.1,95.0
2010-09-20 07:00,17.3,0.1,95.0
2010-09-20 08:00,17.6,0.6,95.0
2010-09-20 09:00,17.8,0.1,95.0
2010-09-20 10:00,18.2,0.4,94.0
2010-09-20 11:00,19.2,0.4,88.0
2010-09-20 12:00,20.9,0.2,79.0
2010-09-20 13:00,22.3,1.1,76.0
2010-09-20 14:00,23.7,1.0,72.0
2010-09-20 15:00,25.2,1.3,67.0
2010-09-20 16:00,26.0,1.4,64.0
2010-09-20 17:00,25.4,1.4,62.0
2010-09-20 18:00,24.7,0.9,66.0
2010-09-20 19:00,23.0,0.8,80.0
2010-09-20 20:00,22.1,0.0,87.0
2010-09-20 21:00,21.2,0.0,91.0
2010-09-20 22:00,20.9,0.0,93.0
2010-09-20 23:00,20.8,0.0,93.0
2010-09-21 00:00,20.6,0.0,95.0
2010-09-21 01:00,20.6,0.1,95.0
2010-09-21 02:00,20.3,1.1,92.0
2010-09-21 03:00,20.1,1.9,93.0
2010-09-21 04:00,19.7,0.3,94.0
2010-09-21 05:00,19.6,0.6,95.0
2010-09-21 06:00,19.6,0.1,95.0
2010-09-21 07:00,19.6,0.2,95.0
2010-09-21 08:00,19.8,0.0,95.0
2010-09-21 09:00,19.9,0.2,95.0
2010-09-21 10:00,20.2,0.1,95.0
2010-09-21 11:00,20.4,1.1,94.0
2010-09-21 12:00,20.0,0.0,95.0
2010-09-21 13:00,20.0,2.7,95.0
2010-09-21 14:00,20.4,0.4,95.0
2010-09-21 15:00,20.8,0.6,95.0
2010-09-21 16:00,20.9,0.9,95.0
2010-09-21 17:00,20.8,0.0,95.0
2010-09-21 18:00,21.0,0.4,95.0
2010-09-21 19:00,20.2,2.9,86.0
2010-09-21 20:00,18.9,1.8,84.0
2010-09-21 21:00,18.3,2.3,82.0
2010-09-21 22:00,18.0,2.2,79.0
2010-09-21 23:00,17.5,1.9,83.0
2010-09-22 00:00,16.9,1.9,78.0
2010-09-22 01:00,16.6,1.4,89.0
2010-09-22 02:00,16.5,1.0,87.0
2010-09-22 03:00,16.1,1.9,85.0
2010-09-22 04:00,16.0,0.5,85.0
2010-09-22 05:00,15.8,1.5,86.0
2010-09-22 06:00,15.7,1.9,87.0
2010-09-22 07:00,15.9,1.1,85.0
2010-09-22 08:00,16.4,1.9,73.0
2010-09-22 09:00,16.6,1.8,69.0
2010-09-22 10:00,16.4,1.8,70.0
2010-09-22 11:00,16.9,1.5,65.0
2010-09-22 12:00,17.2,2.3,63.0
2010-09-22 13:00,17.3,1.8,65.0
2010-09-22 14:00,17.8,1.5,63.0
2010-09-22 15:00,17.4,2.0,65.0
2010-09-22 16:00,17.2,1.2,69.0
2010-09-22 17:00,16.6,0.9,74.0
2010-09-22 18:00,16.3,1.0,77.0
2010-09-22 19:00,15.7,1.5,80.0
2010-09-22 20:00,15.6,0.9,81.0
2010-09-22 21:00,15.3,1.3,83.0
2010-09-22 22:00,15.1,1.0,84.0
2010-09-22 23:00,14.7,0.4,86.0
2010-09-23 00:00,13.3,1.6,92.0
2010-09-23 01:00,12.3,1.3,95.0
2010-09-23 02:00,11.7,1.1,95.0
2010-09-23 03:00,11.4,0.4,95.0
2010-09-23 04:00,11.2,0.1,95.0
2010-09-23 05:00,10.7,0.2,95.0
2010-09-23 06:00,10.5,0.1,95.0
2010-09-23 07:00,10.9,0.2,95.0
2010-09-23 08:00,12.5,0.8,86.0
2010-09-23 09:00,15.0,1.1,76.0
2010-09-23 10:00,16.7,1.5,68.0
2010-09-23 11:00,18.4,1.5,63.0
2010-09-23 12:00,20.0,2.3,58.0
2010-09-23 13:00,21.2,1.9,45.0
2010-09-23 14:00,22.2,1.7,42.0
2010-09-23 15:00,22.6,1.6,34.0
2010-09-23 16:00,22.9,2.2,37.0
2010-09-23 17:00,22.2,1.4,46.0
2010-09-23 18:00,19.6,1.2,64.0
2010-09-23 19:00,16.7,1.3,81.0
2010-09-23 20:00,15.4,0.2,85.0
2010-09-23 21:00,14.0,0.4,90.0
2010-09-23 22:00,13.2,0.5,92.0
2010-09-23 23:00,12.7,0.0,92.0
2010-09-24 00:00,11.8,1.0,94.0
2010-09-24 01:00,11.4,0.9,95.0
2010-09-24 02:00,11.2,0.4,95.0
2010-09-24 03:00,10.8,0.5,95.0
2011-06-28 23:00,23.1,0.5,89.0
2011-06-29 00:00,22.5,1.6,91.0
2011-06-29 01:00,22.2,0.8,95.0
2011-06-29 02:00,21.6,1.9,99.0
2011-06-29 03:00,21.5,1.5,100.0
2011-06-29 04:00,21.1,1.1,100.0
2011-06-29 05:00,21.0,0.9,100.0
2011-06-29 06:00,20.7,2.7,100.0
2011-06-29 07:00,20.7,0.6,100.0
2011-06-29 08:00,20.6,1.8,100.0
2011-06-29 09:00,20.7,2.8,100.0
2011-06-29 10:00,20.5,2.6,100.0
2011-06-29 11:00,20.2,3.2,100.0
2011-06-29 12:00,20.3,1.3,100.0
2011-06-29 13:00,20.8,1.3,100.0
2011-06-29 14:00,20.6,1.7,100.0
2011-06-29 15:00,20.4,1.4,100.0
2011-06-29 16:00,20.5,0.6,100.0
2011-06-29 17:00,20.8,0.4,100.0
2011-06-29 18:00,20.9,0.6,100.0
2011-06-29 19:00,20.9,0.6,100.0
2011-06-29 20:00,21.0,1.2,100.0
2011-06-29 21:00,21.0,0.5,100.0
2011-06-29 22:00,20.9,0.5,100.0
2011-06-29 23:00,21.0,0.4,100.0
2011-06-30 00:00,20.9,0.5,100.0
2011-06-30 01:00,20.9,0.6,100.0
2011-06-30 02:00,21.0,0.5,100.0
2011-06-30 03:00,21.0,0.0,100.0
2011-06-30 04:00,21.1,0.5,100.0
2011-06-30 05:00,21.1,0.2,100.0
2011-06-30 06:00,21.2,0.3,100.0
2011-06-30 07:00,21.3,0.2,100.0
2011-06-30 08:00,21.4,1.0,100.0
2011-06-30 09:00,21.6,0.4,100.0
2011-06-30 10:00,21.8,0.9,100.0
2011-06-30 11:00,22.2,0.4,100.0
2011-06-30 12:00,23.3,0.6,100.0
2011-06-30 13:00,25.2,0.8,92.0
2011-06-30 14:00,26.4,1.7,79.0
2011-06-30 15:00,27.4,1.6,76.0
2011-06-30 16:00,27.0,1.5,80.0
2011-06-30 17:00,26.5,1.6,77.0
2011-06-30 18:00,26.9,0.5,72.0
2011-06-30 19:00,26.7,1.0,83.0
2011-06-30 20:00,25.1,1.9,95.0
2011-06-30 21:00,24.7,1.2,94.0
2011-06-30 22:00,24.3,0.9,97.0
2011-06-30 23:00,23.6,0.2,99.0
2011-07-01 00:00,23.0,1.4,98.0
2011-07-01 01:00,22.7,2.1,98.0
2011-07-01 02:00,22.6,0.9,98.0
2011-07-01 03:00,22.2,1.0,99.0
2011-07-01 04:00,22.1,1.1,98.0
2011-07-01 05:00,21.7,2.0,98.0
2011-07-01 06:00,21.8,0.3,97.0
2011-07-01 07:00,22.1,1.1,96.0
2011-07-01 08:00,22.7,0.8,91.0
2011-07-01 09:00,23.8,0.9,82.0
2011-07-01 10:00,25.0,0.7,78.0
2011-07-01 11:00,26.1,1.4,74.0
2011-07-01 12:00,26.5,0.7,70.0
2011-07-01 13:00,27.1,1.0,71.0
2011-07-01 14:00,27.6,0.8,70.0
2011-07-01 15:00,28.4,0.9,66.0
2011-07-01 16:00,28.6,1.1,67.0
2011-07-01 17:00,28.5,0.6,67.0
2011-07-02 23:00,25.3,1.3,95.0
2011-07-03 00:00,24.9,0.1,97.0
2011-07-03 01:00,24.7,0.5,98.0
2011-07-03 02:00,24.4,0.0,99.0
2011-07-03 03:00,24.1,0.0,99.0
2011-07-03 04:00,24.0,0.0,99.0
2011-07-03 05:00,23.9,0.1,100.0
2011-07-03 06:00,23.8,0.4,100.0
2011-07-03 07:00,23.8,0.4,100.0
2011-07-03 08:00,23.9,2.2,100.0
2011-07-03 09:00,23.8,1.4,100.0
2011-07-03 10:00,23.7,0.5,100.0
2011-07-03 11:00,23.8,0.5,100.0
2011-07-03 12:00,24.2,0.9,100.0
2011-07-03 13:00,24.8,0.4,99.0
2011-07-03 14:00,24.8,0.9,100.0
2011-07-03 15:00,24.8,0.7,100.0
2011-07-03 16:00,24.3,1.3,100.0
2011-07-03 17:00,24.1,1.2,100.0
2011-07-03 18:00,23.7,0.6,100.0
2011-07-03 19:00,23.5,0.3,100.0
2011-07-03 20:00,23.3,0.6,100.0
2011-07-03 21:00,23.0,1.1,100.0
2011-07-03 22:00,22.7,0.2,100.0
2011-07-03 23:00,22.5,0.6,100.0
2011-07-04 00:00,22.5,0.1,100.0
2011-07-04 01:00,22.3,0.5,100.0
2011-07-04 02:00,22.3,0.7,100.0
2011-07-04 03:00,22.3,0.5,100.0
2011-07-04 04:00,22.2,0.1,100.0
2011-07-04 05:00,22.0,0.5,100.0
2011-07-04 06:00,21.9,0.0,100.0
2011-07-04 07:00,22.4,1.4,100.0
2011-07-04 08:00,23.2,1.8,89.0
2011-07-04 09:00,24.1,2.3,82.0
2011-07-04 10:00,25.3,3.0,74.0
2011-07-04 11:00,26.3,3.2,69.0
2011-07-04 12:00,27.1,2.8,66.0
2011-07-04 13:00,27.8,3.5,57.0
2011-07-04 14:00,28.2,3.6,54.0
2011-07-04 15:00,28.3,4.0,53.0
2011-07-04 16:00,28.7,2.7,53.0
2011-07-04 17:00,29.0,2.7,51.0
2011-07-04 18:00,28.3,2.3,57.0
2011-07-04 19:00,27.3,2.1,62.0
2011-07-04 20:00,26.2,2.3,68.0
2011-07-04 21:00,25.3,0.8,75.0
2011-07-04 22:00,23.8,0.4,87.0
2011-07-04 23:00,22.8,0.4,93.0
2011-07-05 00:00,22.3,0.5,94.0
2011-07-07 08:00,21.9,0.4,94.0
2011-07-07 09:00,22.1,0.8,93.0
2011-07-07 10:00,22.5,1.4,90.0
2011-07-07 11:00,23.4,1.3,86.0
2011-07-07 12:00,23.7,0.9,83.0
2011-07-07 13:00,23.6,0.5,85.0
2011-07-07 14:00,22.9,1.0,92.0
2011-07-07 15:00,22.4,1.2,96.0
2011-07-07 16:00,22.2,0.7,98.0
2011-07-07 17:00,22.3,1.1,98.0
2011-07-07 18:00,22.0,1.0,98.0
2011-07-07 19:00,22.0,0.7,98.0
2011-07-07 20:00,21.9,0.6,98.0
2011-07-07 21:00,21.8,0.6,98.0
2011-07-07 22:00,21.8,0.3,98.0
2011-07-07 23:00,21.7,0.3,98.0
2011-07-08 00:00,21.7,0.5,98.0
2011-07-08 01:00,21.7,0.6,98.0
2011-07-08 02:00,21.8,0.9,98.0
2011-07-08 03:00,22.0,0.6,98.0
2011-07-08 04:00,22.1,1.0,97.0
2011-07-08 05:00,22.1,0.7,97.0
2011-07-08 06:00,22.1,0.4,96.0
2011-07-08 07:00,22.1,1.0,95.0
2011-07-08 08:00,22.2,1.8,93.0
2011-07-08 09:00,23.1,1.1,87.0
2011-07-08 10:00,23.5,1.6,86.0
2011-07-08 11:00,23.7,1.6,82.0
2011-07-08 12:00,24.7,2.4,74.0
2011-07-08 13:00,25.1,2.7,72.0
2011-07-08 14:00,25.9,2.1,66.0
2011-07-08 15:00,26.3,1.9,68.0
2011-07-08 16:00,26.1,2.1,68.0
2011-07-08 17:00,25.6,2.7,71.0
2011-07-08 18:00,25.3,2.0,77.0
2011-07-08 19:00,24.8,1.9,77.0
2011-07-08 20:00,24.6,1.3,76.0
2011-07-08 21:00,23.9,1.7,88.0
2011-07-08 22:00,22.9,0.2,96.0
2011-07-08 23:00,22.4,0.7,98.0
2011-07-09 00:00,22.1,0.8,98.0
2011-07-09 01:00,21.7,1.1,98.0
2011-07-09 02:00,21.1,0.8,98.0
2011-07-09 03:00,21.2,0.5,98.0
2011-07-09 04:00,20.9,0.6,98.0
2011-07-09 05:00,20.8,0.4,98.0
2011-07-09 06:00,20.9,1.3,98.0
2011-07-09 07:00,21.0,1.1,98.0
2011-07-09 08:00,21.1,1.0,98.0
2011-07-09 09:00,21.3,0.5,98.0
2011-07-09 10:00,21.6,0.9,98.0
2011-07-09 11:00,21.8,1.1,96.0
2011-07-09 12:00,22.9,1.7,88.0
2011-07-09 13:00,23.7,1.4,79.0
2011-07-09 14:00,24.5,0.9,74.0
2011-07-09 15:00,25.5,1.1,70.0
2011-07-09 16:00,26.1,0.8,67.0
2011-07-09 17:00,26.7,0.7,67.0
2011-07-09 18:00,26.6,0.9,72.0
2011-07-09 19:00,26.4,1.0,75.0
2011-07-09 20:00,25.3,0.3,86.0
2011-07-09 21:00,24.2,1.3,94.0
2011-07-09 22:00,23.6,0.5,96.0
2011-07-09 23:00,23.1,0.4,97.0
2011-07-10 00:00,22.8,1.4,96.0
2011-07-10 01:00,22.5,0.2,97.0
2011-07-10 02:00,22.2,0.6,98.0
2011-07-10 03:00,22.2,0.6,98.0
2011-07-10 04:00,22.1,0.1,98.0
2011-07-10 05:00,22.0,0.2,98.0
2011-07-10 06:00,21.9,0.8,98.0
2011-07-10 07:00,22.3,0.9,98.0
2011-07-10 08:00,23.0,1.6,92.0
2011-07-10 09:00,23.5,1.1,90.0
2011-07-10 10:00,24.4,0.5,81.0
2011-07-10 11:00,24.9,0.8,79.0
2011-07-10 12:00,25.7,0.8,74.0
2011-07-10 13:00,27.1,1.0,67.0
2011-07-10 14:00,27.2,1.1,74.0
2011-07-10 15:00,26.2,2.7,78.0
2011-07-10 16:00,26.0,1.6,77.0
2011-07-10 17:00,25.9,2.3,77.0
2011-07-10 18:00,25.1,2.7,77.0
2011-07-10 19:00,24.5,2.6,76.0
2011-07-10 20:00,24.0,2.4,78.0
2011-07-10 21:00,23.6,1.9,78.0
2011-07-10 22:00,23.1,1.5,82.0
2011-07-10 23:00,22.2,1.5,87.0
2011-07-11 00:00,22.1,0.8,91.0
2011-07-11 01:00,22.0,0.8,90.0
2011-07-11 02:00,21.7,0.5,94.0
2011-07-11 03:00,21.6,0.4,96.0
2011-07-11 04:00,21.3,0.3,97.0
2011-07-11 05:00,21.2,0.0,98.0
2011-07-11 06:00,21.1,0.5,98.0
2011-07-11 07:00,21.2,1.1,98.0
2011-07-11 08:00,21.2,0.9,98.0
2011-07-11 09:00,21.3,0.0,98.0
2011-07-11 10:00,21.7,0.5,96.0
2011-07-11 11:00,21.8,1.1,94.0
2011-07-11 12:00,22.2,0.2,89.0
2011-07-11 13:00,22.4,0.4,93.0
2011-07-11 14:00,22.3,1.1,93.0
2011-07-11 15:00,22.3,1.2,92.0
2011-07-11 16:00,21.9,0.8,97.0
2011-07-11 17:00,21.8,0.8,97.0
2011-07-11 18:00,21.7,0.7,98.0
2011-07-11 19:00,21.8,0.5,98.0
2011-07-11 20:00,21.6,0.5,98.0
2011-07-11 21:00,21.4,1.0,98.0
2011-07-11 22:00,21.4,1.2,98.0
2011-07-11 23:00,21.3,1.1,98.0
2011-07-12 00:00,21.4,0.1,98.0
2011-07-12 01:00,21.3,0.0,98.0
2011-07-12 02:00,21.2,0.0,98.0
2011-07-12 03:00,21.1,0.1,98.0
2011-07-12 04:00,21.2,0.0,98.0
2011-07-12 05:00,20.8,0.5,98.0
2011-07-12 06:00,21.0,0.2,98.0
2011-07-12 07:00,21.0,0.5,98.0
2011-07-12 08:00,21.3,0.7,98.0
2011-07-12 09:00,21.7,0.3,98.0
2011-07-12 10:00,21.8,0.2,98.0
2011-07-12 11:00,21.9,0.2,98.0
2011-07-12 12:00,21.9,0.5,98.0
2011-07-12 13:00,21.8,0.6,98.0
2011-07-12 14:00,22.0,1.1,98.0
2011-07-12 15:00,22.2,0.1,98.0
2011-07-12 16:00,22.7,0.2,98.0
2011-07-12 17:00,23.1,1.2,95.0
2011-07-12 18:00,23.4,0.1,92.0
2011-07-12 19:00,23.5,0.6,93.0
2011-07-12 20:00,23.1,0.5,95.0
2011-07-12 21:00,23.1,0.5,98.0
2011-07-12 22:00,22.7,0.8,98.0
2011-07-12 23:00,22.7,0.4,98.0
2011-07-13 00:00,22.7,0.3,98.0
2011-07-13 01:00,22.6,0.1,98.0
2011-07-13 02:00,22.5,0.2,98.0
2011-07-13 03:00,22.5,0.3,98.0
2011-07-13 04:00,22.4,0.2,98.0
2011-07-13 05:00,22.3,0.3,98.0
2011-07-13 06:00,22.2,0.0,98.0
2011-07-13 07:00,22.3,0.1,98.0
2011-07-13 08:00,22.9,0.7,98.0
2011-07-13 09:00,23.3,0.5,98.0
2011-07-13 10:00,23.5,0.2,94.0
2011-07-13 11:00,24.5,1.5,84.0
2011-07-13 12:00,25.1,2.8,83.0
2011-07-13 13:00,25.3,2.1,82.0
2011-07-13 14:00,25.4,1.7,83.0
2011-07-13 15:00,25.4,1.1,83.0
2011-07-13 16:00,25.4,1.1,85.0
2011-07-13 17:00,25.5,1.4,86.0
2011-07-13 18:00,25.5,1.4,84.0
2011-07-13 19:00,25.5,0.3,90.0
2011-07-13 20:00,25.0,0.7,93.0
2011-07-13 21:00,24.5,1.0,96.0
2011-07-13 22:00,24.1,0.4,97.0
2011-07-13 23:00,23.8,0.3,98.0
2011-07-14 00:00,23.5,1.2,98.0
2011-07-14 01:00,23.4,0.3,98.0
2011-07-14 02:00,23.3,0.4,98.0
2011-07-14 03:00,23.2,0.6,98.0
2011-07-14 04:00,23.3,0.7,98.0
2011-07-14 05:00,23.6,2.4,98.0
2011-07-14 06:00,23.4,0.4,98.0
2011-07-14 07:00,23.3,0.8,98.0
2011-07-14 08:00,23.9,0.7,97.0
2011-07-14 09:00,24.3,0.6,95.0
2011-07-14 10:00,24.4,0.5,94.0
2011-07-14 11:00,24.3,0.7,96.0
2011-07-14 12:00,23.8,1.1,98.0
2011-07-14 13:00,24.2,1.2,98.0
2011-07-14 14:00,24.7,0.9,89.0
2011-07-14 15:00,23.8,2.3,94.0
2011-07-14 16:00,23.6,1.1,98.0
2011-07-14 17:00,23.5,0.8,95.0
2011-07-14 18:00,23.3,0.8,97.0
2011-07-14 19:00,23.0,0.8,98.0
2011-07-14 20:00,23.0,0.9,98.0
2011-07-14 21:00,22.9,0.8,98.0
2011-07-14 22:00,23.0,0.5,98.0
2011-07-14 23:00,22.9,0.6,98.0
2011-07-15 00:00,22.9,0.1,98.0
2011-07-15 01:00,22.9,0.4,98.0
2011-07-15 02:00,22.6,0.5,98.0
2011-07-15 03:00,22.7,0.0,98.0
2011-07-15 04:00,22.8,0.7,98.0
2011-07-15 05:00,23.0,0.4,98.0
2011-07-15 06:00,23.1,0.8,98.0
2011-07-15 07:00,24.2,1.1,95.0
2011-07-15 08:00,24.1,1.4,97.0
2011-07-15 09:00,24.6,0.4,92.0
2011-07-15 10:00,25.4,2.3,85.0
2011-07-15 11:00,25.8,2.4,83.0
2011-07-15 12:00,26.0,1.5,82.0
2011-07-15 13:00,26.7,1.7,78.0
2011-07-15 14:00,27.1,2.5,77.0
2011-07-15 15:00,25.7,1.0,95.0
2011-07-15 16:00,25.8,0.9,95.0
2011-07-15 17:00,25.2,1.5,92.0
2011-07-15 18:00,24.8,0.3,92.0
2011-07-15 19:00,24.6,0.4,91.0
