¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,±‚ø¬(°∆C),«≥º”(m/s),Ω¿µµ(%)
101,√·√µ,2011-07-28 02:00,22.1,.1,98
101,√·√µ,2011-07-28 03:00,22.2,.9,98
101,√·√µ,2011-07-28 04:00,22.3,1.2,98
101,√·√µ,2011-07-28 05:00,22.2,.1,100
101,√·√µ,2011-07-28 06:00,22.4,1,100
101,√·√µ,2011-07-28 07:00,23.2,1.8,100
101,√·√µ,2011-07-28 08:00,24.2,2.5,95
101,√·√µ,2011-07-28 09:00,23.8,1.3,100
101,√·√µ,2011-07-28 10:00,24.1,1.4,99
101,√·√µ,2011-07-28 11:00,24,2,99
101,√·√µ,2011-07-28 12:00,24.1,2.3,100
101,√·√µ,2011-07-28 13:00,24.8,2.8,96
101,√·√µ,2011-07-28 14:00,25.2,2.6,94
101,√·√µ,2011-07-28 15:00,25.3,1,94
101,√·√µ,2011-07-28 16:00,26,1.4,85
101,√·√µ,2011-07-28 17:00,25.7,1.7,92
101,√·√µ,2011-07-28 18:00,25.5,.5,94
101,√·√µ,2011-07-28 19:00,25.1,1.2,99
101,√·√µ,2011-07-28 20:00,25,.9,100
101,√·√µ,2011-07-28 21:00,24.7,.5,100
101,√·√µ,2011-07-28 22:00,24.5,.8,100
101,√·√µ,2011-07-28 23:00,24.3,.4,100
101,√·√µ,2011-07-29 00:00,24,.5,100
101,√·√µ,2011-07-29 01:00,24,.7,100
101,√·√µ,2011-07-29 02:00,24.2,1.2,100
101,√·√µ,2011-07-29 03:00,24.1,1.1,100
101,√·√µ,2011-07-29 04:00,24,.2,100
101,√·√µ,2011-07-29 05:00,23.9,.1,100
101,√·√µ,2011-07-29 06:00,23.8,.8,100
101,√·√µ,2011-07-29 07:00,23.9,.1,100
101,√·√µ,2011-07-29 08:00,24.7,.5,100
101,√·√µ,2011-07-29 09:00,26.2,1.1,87
101,√·√µ,2011-07-29 10:00,26.5,1.4,83
101,√·√µ,2011-07-29 11:00,27.1,1.3,80
101,√·√µ,2011-07-29 12:00,26.7,1.4,85
101,√·√µ,2011-07-29 13:00,28.3,1.7,70
101,√·√µ,2011-07-29 14:00,29.4,.7,66
101,√·√µ,2011-07-29 15:00,30.3,1.7,67
101,√·√µ,2011-07-29 16:00,30.8,1.4,65
101,√·√µ,2011-07-29 17:00,30.9,1.7,65
101,√·√µ,2011-07-29 18:00,30.3,1.8,70
101,√·√µ,2011-07-29 19:00,29.3,1,78
101,√·√µ,2011-07-29 20:00,28,.1,90
101,√·√µ,2011-07-29 21:00,26.9,.1,95
101,√·√µ,2011-07-29 22:00,26.1,.3,98
101,√·√µ,2011-07-29 23:00,25.5,.4,99
101,√·√µ,2011-07-30 00:00,25.2,1.1,99
101,√·√µ,2011-07-30 01:00,24.6,.2,100
101,√·√µ,2011-07-30 02:00,24.2,.4,100
101,√·√µ,2011-07-30 03:00,24.1,.4,100
101,√·√µ,2011-07-30 04:00,24.2,.3,100
101,√·√µ,2011-07-30 05:00,24,.4,100
101,√·√µ,2011-07-30 06:00,23.9,.3,100
101,√·√µ,2011-07-30 07:00,24,.8,100
101,√·√µ,2011-07-30 08:00,24.4,.4,100
101,√·√µ,2011-07-30 09:00,24.7,.3,94
101,√·√µ,2011-07-30 10:00,25.7,1.2,87
101,√·√µ,2011-07-30 11:00,26.3,.3,83
101,√·√µ,2011-07-30 12:00,27.2,.9,81
101,√·√µ,2011-07-30 13:00,28.8,1.3,71
101,√·√µ,2011-07-30 14:00,30.1,1.4,62
101,√·√µ,2011-07-30 15:00,30.8,1.8,61
101,√·√µ,2011-07-30 16:00,31,.9,62
101,√·√µ,2011-07-30 17:00,30.7,1.5,65
101,√·√µ,2011-07-30 18:00,30.1,.8,68
101,√·√µ,2011-07-30 19:00,28.4,2.6,83
101,√·√µ,2011-07-30 20:00,27.5,.9,86
101,√·√µ,2011-07-30 21:00,26.8,1.7,85
101,√·√µ,2011-07-30 22:00,26.1,.7,87
101,√·√µ,2011-07-30 23:00,25.6,.8,91
101,√·√µ,2011-07-31 00:00,25.2,.7,91
101,√·√µ,2011-07-31 01:00,25.3,.2,89
101,√·√µ,2011-07-31 02:00,25,.4,94
101,√·√µ,2011-07-31 03:00,24.3,1.1,96
101,√·√µ,2011-07-31 04:00,24,1,98
101,√·√µ,2011-07-31 05:00,23.9,.2,97
101,√·√µ,2011-07-31 06:00,23.6,0,99
101,√·√µ,2011-07-31 07:00,23.7,.3,95
101,√·√µ,2011-07-31 08:00,24.3,.8,90
101,√·√µ,2011-07-31 09:00,25,.9,89
101,√·√µ,2011-07-31 10:00,25.5,.3,85
101,√·√µ,2011-07-31 11:00,25.5,1.5,93
101,√·√µ,2011-07-31 12:00,25.9,1.1,90
101,√·√µ,2011-07-31 13:00,25.5,.4,95
101,√·√µ,2011-07-31 14:00,26.1,.9,89
101,√·√µ,2011-07-31 15:00,26.3,1,92
101,√·√µ,2011-07-31 16:00,26.1,.3,95
101,√·√µ,2011-07-31 17:00,25.2,.9,100
101,√·√µ,2011-07-31 18:00,24.2,1.2,100
101,√·√µ,2011-07-31 19:00,23.3,.9,100
101,√·√µ,2011-07-31 20:00,22.7,1,100
101,√·√µ,2011-07-31 21:00,22.6,.6,100
101,√·√µ,2011-07-31 22:00,22.5,.6,100
101,√·√µ,2011-07-31 23:00,22.6,1.1,100
101,√·√µ,2011-08-01 00:00,22.6,2.1,100
101,√·√µ,2011-08-01 01:00,22.5,1.5,100
101,√·√µ,2011-08-01 02:00,22.5,.4,100
101,√·√µ,2011-08-01 03:00,22.3,.7,100
101,√·√µ,2011-08-01 04:00,22.2,1.1,100
101,√·√µ,2011-08-01 05:00,22.3,.4,100
101,√·√µ,2011-08-01 06:00,22.3,1,100
101,√·√µ,2011-08-01 07:00,22.6,2,100
101,√·√µ,2011-08-01 08:00,22.9,1.6,100
101,√·√µ,2011-08-01 09:00,23.4,2.5,97
101,√·√µ,2011-08-01 10:00,23.8,2.4,94
101,√·√µ,2011-08-01 11:00,23.8,1.7,97
101,√·√µ,2011-08-01 12:00,23.9,2,92
101,√·√µ,2011-08-01 13:00,24.9,2.3,89
101,√·√µ,2011-08-01 14:00,25.9,2.3,82
101,√·√µ,2011-08-01 15:00,25.8,2.3,86
101,√·√µ,2011-08-01 16:00,25.3,2.1,90
101,√·√µ,2011-08-01 17:00,24.9,.7,97
101,√·√µ,2011-08-01 18:00,24.5,1.6,99
101,√·√µ,2011-08-01 19:00,24.3,1.7,97
101,√·√µ,2011-08-01 20:00,24.1,1.2,96
101,√·√µ,2011-08-01 21:00,24,1.6,97
101,√·√µ,2011-08-01 22:00,23.8,1,96
101,√·√µ,2011-08-01 23:00,23.6,.9,98
101,√·√µ,2011-08-02 00:00,23.5,1,97
101,√·√µ,2011-08-02 01:00,23.3,1.8,98
101,√·√µ,2011-08-02 02:00,23.2,.2,98
101,√·√µ,2011-08-02 03:00,23,1.3,99
101,√·√µ,2011-08-02 04:00,22.7,1.8,99
101,√·√µ,2011-08-02 05:00,22.7,1,99
101,√·√µ,2011-08-02 06:00,22.6,1.7,99
101,√·√µ,2011-08-02 07:00,22.6,1.6,99
101,√·√µ,2011-08-02 08:00,22.7,2.3,98
101,√·√µ,2011-08-02 09:00,23,1.3,96
101,√·√µ,2011-08-02 10:00,23.4,1.9,93
101,√·√µ,2011-08-02 11:00,23.6,.9,91
101,√·√µ,2011-08-02 12:00,25,1.2,83
101,√·√µ,2011-08-02 13:00,25.5,2.1,84
101,√·√µ,2011-08-02 14:00,26.9,2.2,76
101,√·√µ,2011-08-02 15:00,26.7,1.4,83
101,√·√µ,2011-08-02 16:00,25.3,1.4,95
101,√·√µ,2011-08-02 17:00,25.1,1.2,97
101,√·√µ,2011-08-02 18:00,24.8,1.1,96
101,√·√µ,2011-08-02 19:00,24.7,.4,96
101,√·√µ,2011-08-02 20:00,24,1.5,98
101,√·√µ,2011-08-02 21:00,23.8,1.3,95
101,√·√µ,2011-08-02 22:00,23.5,1.6,96
101,√·√µ,2011-08-02 23:00,23.2,1.2,97
101,√·√µ,2011-08-03 00:00,22.8,1.1,97
101,√·√µ,2011-08-03 01:00,22.2,1,98
101,√·√µ,2011-08-03 02:00,21.7,1.1,99
101,√·√µ,2011-08-03 03:00,21.5,.9,99
101,√·√µ,2011-08-03 04:00,21.4,.3,99
101,√·√µ,2011-08-03 05:00,21.4,.8,99
101,√·√µ,2011-08-03 06:00,21.4,.9,99
101,√·√µ,2011-08-03 07:00,21.7,.2,99
101,√·√µ,2011-08-03 08:00,22.7,1.5,90
101,√·√µ,2011-08-03 09:00,23.5,.3,85
101,√·√µ,2011-08-03 10:00,24.7,.8,78
101,√·√µ,2011-08-03 11:00,26.1,1.8,76
101,√·√µ,2011-08-03 12:00,26.7,1.7,77
101,√·√µ,2011-08-03 13:00,25.9,1.6,86
101,√·√µ,2011-08-03 14:00,27.4,2.4,75
101,√·√µ,2011-08-03 15:00,27.2,1.9,81
101,√·√µ,2011-08-03 16:00,26.9,1.9,85
101,√·√µ,2011-08-03 17:00,25.5,2.9,95
